arch,model,model_tag,window,temp,pair,generation,hamming
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,28,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,29,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,30,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,31,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,32,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,33,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,34,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,35,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,36,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,37,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,38,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,39,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,40,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,41,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,42,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,43,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,44,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,45,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,46,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,47,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,48,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,49,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,50,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,51,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,52,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,53,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,54,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,55,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,56,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,57,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,58,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,59,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,0,60,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,0,1.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,1,2.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,2,8.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,3,14.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,4,16.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,5,14.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,6,15.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,7,19.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,8,17.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,9,16.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,10,17.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,11,10.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,12,6.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,13,5.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,14,5.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,15,2.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,16,1.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,17,3.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,18,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,19,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,20,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,21,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,22,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,23,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,24,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,25,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,26,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,27,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,28,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,29,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,30,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,31,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,32,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,33,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,34,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,35,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,36,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,37,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,38,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,39,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,40,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,41,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,42,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,43,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,44,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,45,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,46,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,47,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,48,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,49,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,50,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,51,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,52,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,53,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,54,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,55,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,56,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,57,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,58,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,59,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,1,60,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,0,1.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,1,8.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,2,9.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,3,7.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,4,8.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,5,6.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,6,2.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,7,3.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,8,2.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,9,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,10,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,11,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,12,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,13,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,14,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,15,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,16,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,17,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,18,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,19,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,20,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,21,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,22,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,23,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,24,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,25,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,26,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,27,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,28,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,29,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,30,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,31,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,32,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,33,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,34,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,35,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,36,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,37,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,38,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,39,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,40,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,41,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,42,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,43,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,44,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,45,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,46,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,47,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,48,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,49,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,50,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,51,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,52,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,53,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,54,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,55,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,56,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,57,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,58,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,59,0.0
causal,Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,,1.0,2,60,0.0
