n_in,temp,generation,mean_reservoir_hamming
2,0.7,105,0.0
2,0.7,106,0.0
2,0.7,107,0.0
2,0.7,108,0.0
2,0.7,109,0.0
2,0.7,110,0.0
2,0.7,111,0.0
2,0.7,112,0.0
2,0.7,113,0.0
2,0.7,114,0.0
2,0.7,115,0.0
2,0.7,116,0.0
2,0.7,117,0.0
2,0.7,118,0.0
2,0.7,119,0.0
2,0.7,120,0.0
2,0.7,121,0.0
2,0.7,122,0.0
2,0.7,123,0.0
2,0.7,124,0.0
2,0.7,125,0.0
2,0.7,126,0.0
2,0.7,127,0.0
2,0.7,128,0.0
2,0.7,129,0.0
2,0.7,130,0.0
2,0.7,131,0.0
2,0.7,132,0.0
2,0.7,133,0.0
2,0.7,134,0.0
2,0.7,135,0.0
2,0.7,136,0.0
2,0.7,137,0.0
2,0.7,138,0.0
2,0.7,139,0.0
2,0.7,140,0.0
2,0.7,141,0.0
2,0.7,142,0.0
2,0.7,143,0.0
2,0.7,144,0.0
2,0.7,145,0.0
2,0.7,146,0.0
2,0.7,147,0.0
2,0.7,148,0.0
2,0.7,149,0.0
2,0.9,0,33.75
2,0.9,1,30.75
2,0.9,2,29.75
2,0.9,3,30.75
2,0.9,4,27.25
2,0.9,5,25.25
2,0.9,6,26.5
2,0.9,7,28.0
2,0.9,8,24.0
2,0.9,9,21.75
2,0.9,10,21.25
2,0.9,11,21.0
2,0.9,12,27.5
2,0.9,13,24.5
2,0.9,14,20.0
2,0.9,15,17.25
2,0.9,16,16.75
2,0.9,17,15.25
2,0.9,18,14.0
2,0.9,19,13.0
2,0.9,20,12.5
2,0.9,21,11.0
2,0.9,22,9.75
2,0.9,23,7.75
2,0.9,24,7.5
2,0.9,25,7.25
2,0.9,26,6.0
2,0.9,27,5.0
2,0.9,28,5.25
2,0.9,29,3.25
2,0.9,30,2.25
2,0.9,31,2.25
2,0.9,32,2.0
2,0.9,33,2.25
2,0.9,34,2.0
2,0.9,35,2.25
2,0.9,36,1.0
2,0.9,37,1.0
2,0.9,38,0.75
2,0.9,39,0.5
2,0.9,40,0.25
2,0.9,41,0.75
2,0.9,42,0.75
2,0.9,43,0.5
2,0.9,44,0.25
2,0.9,45,0.0
2,0.9,46,0.0
2,0.9,47,0.0
2,0.9,48,0.0
2,0.9,49,0.0
2,0.9,50,0.0
2,0.9,51,0.0
2,0.9,52,0.0
2,0.9,53,0.0
2,0.9,54,0.0
2,0.9,55,0.0
2,0.9,56,0.0
2,0.9,57,0.0
2,0.9,58,0.0
2,0.9,59,0.0
2,0.9,60,0.0
2,0.9,61,0.0
2,0.9,62,0.0
2,0.9,63,0.0
2,0.9,64,0.0
2,0.9,65,0.0
2,0.9,66,0.0
2,0.9,67,0.0
2,0.9,68,0.0
2,0.9,69,0.0
2,0.9,70,0.0
2,0.9,71,0.0
2,0.9,72,0.0
2,0.9,73,0.0
2,0.9,74,0.0
2,0.9,75,0.0
2,0.9,76,0.0
2,0.9,77,0.0
2,0.9,78,0.0
2,0.9,79,0.0
2,0.9,80,0.0
2,0.9,81,0.0
2,0.9,82,0.0
2,0.9,83,0.0
2,0.9,84,0.0
2,0.9,85,0.0
2,0.9,86,0.0
2,0.9,87,0.0
2,0.9,88,0.0
2,0.9,89,0.0
2,0.9,90,0.0
2,0.9,91,0.0
2,0.9,92,0.0
2,0.9,93,0.0
2,0.9,94,0.0
2,0.9,95,0.0
2,0.9,96,0.0
2,0.9,97,0.0
2,0.9,98,0.0
2,0.9,99,0.0
2,0.9,100,0.0
2,0.9,101,0.0
2,0.9,102,0.0
2,0.9,103,0.0
2,0.9,104,0.0
2,0.9,105,0.0
2,0.9,106,0.0
2,0.9,107,0.0
2,0.9,108,0.0
2,0.9,109,0.0
2,0.9,110,0.0
2,0.9,111,0.0
2,0.9,112,0.0
2,0.9,113,0.0
2,0.9,114,0.0
2,0.9,115,0.0
2,0.9,116,0.0
2,0.9,117,0.0
2,0.9,118,0.0
2,0.9,119,0.0
2,0.9,120,0.0
2,0.9,121,0.0
2,0.9,122,0.0
2,0.9,123,0.0
2,0.9,124,0.0
2,0.9,125,0.0
2,0.9,126,0.0
2,0.9,127,0.0
2,0.9,128,0.0
2,0.9,129,0.0
2,0.9,130,0.0
2,0.9,131,0.0
2,0.9,132,0.0
2,0.9,133,0.0
2,0.9,134,0.0
2,0.9,135,0.0
2,0.9,136,0.0
2,0.9,137,0.0
2,0.9,138,0.0
2,0.9,139,0.0
2,0.9,140,0.0
2,0.9,141,0.0
2,0.9,142,0.0
2,0.9,143,0.0
2,0.9,144,0.0
2,0.9,145,0.0
2,0.9,146,0.0
2,0.9,147,0.0
2,0.9,148,0.0
2,0.9,149,0.0
2,1.1,0,31.75
2,1.1,1,29.5
2,1.1,2,26.75
2,1.1,3,25.25
2,1.1,4,23.0
2,1.1,5,23.5
2,1.1,6,21.5
2,1.1,7,20.0
2,1.1,8,18.5
2,1.1,9,15.5
2,1.1,10,16.5
2,1.1,11,16.25
2,1.1,12,16.25
2,1.1,13,14.75
2,1.1,14,11.25
2,1.1,15,10.0
2,1.1,16,7.75
2,1.1,17,8.5
2,1.1,18,7.0
2,1.1,19,8.0
2,1.1,20,5.25
2,1.1,21,5.5
2,1.1,22,3.5
2,1.1,23,3.0
2,1.1,24,2.75
2,1.1,25,1.5
2,1.1,26,0.75
2,1.1,27,0.5
2,1.1,28,0.5
2,1.1,29,0.75
2,1.1,30,0.75
2,1.1,31,0.5
2,1.1,32,0.5
2,1.1,33,0.25
2,1.1,34,0.0
2,1.1,35,0.0
2,1.1,36,0.0
2,1.1,37,0.0
2,1.1,38,0.0
2,1.1,39,0.0
2,1.1,40,0.0
2,1.1,41,0.0
2,1.1,42,0.0
2,1.1,43,0.0
2,1.1,44,0.0
2,1.1,45,0.0
2,1.1,46,0.0
2,1.1,47,0.0
2,1.1,48,0.0
2,1.1,49,0.0
2,1.1,50,0.0
2,1.1,51,0.0
2,1.1,52,0.0
2,1.1,53,0.0
2,1.1,54,0.0
2,1.1,55,0.0
2,1.1,56,0.0
2,1.1,57,0.0
2,1.1,58,0.0
2,1.1,59,0.0
2,1.1,60,0.0
2,1.1,61,0.0
2,1.1,62,0.0
2,1.1,63,0.0
2,1.1,64,0.0
2,1.1,65,0.0
2,1.1,66,0.0
2,1.1,67,0.0
2,1.1,68,0.0
2,1.1,69,0.0
2,1.1,70,0.0
2,1.1,71,0.0
2,1.1,72,0.0
2,1.1,73,0.0
2,1.1,74,0.0
2,1.1,75,0.0
2,1.1,76,0.0
2,1.1,77,0.0
2,1.1,78,0.0
2,1.1,79,0.0
2,1.1,80,0.0
2,1.1,81,0.0
2,1.1,82,0.0
2,1.1,83,0.0
2,1.1,84,0.0
2,1.1,85,0.0
2,1.1,86,0.0
2,1.1,87,0.0
2,1.1,88,0.0
2,1.1,89,0.0
2,1.1,90,0.0
2,1.1,91,0.0
2,1.1,92,0.0
2,1.1,93,0.0
2,1.1,94,0.0
2,1.1,95,0.0
2,1.1,96,0.0
2,1.1,97,0.0
2,1.1,98,0.0
2,1.1,99,0.0
2,1.1,100,0.0
2,1.1,101,0.0
2,1.1,102,0.0
2,1.1,103,0.0
2,1.1,104,0.0
2,1.1,105,0.0
2,1.1,106,0.0
2,1.1,107,0.0
2,1.1,108,0.0
2,1.1,109,0.0
2,1.1,110,0.0
2,1.1,111,0.0
2,1.1,112,0.0
2,1.1,113,0.0
2,1.1,114,0.0
2,1.1,115,0.0
2,1.1,116,0.0
2,1.1,117,0.0
2,1.1,118,0.0
2,1.1,119,0.0
2,1.1,120,0.0
2,1.1,121,0.0
2,1.1,122,0.0
2,1.1,123,0.0
2,1.1,124,0.0
2,1.1,125,0.0
2,1.1,126,0.0
2,1.1,127,0.0
2,1.1,128,0.0
2,1.1,129,0.0
2,1.1,130,0.0
2,1.1,131,0.0
2,1.1,132,0.0
2,1.1,133,0.0
2,1.1,134,0.0
2,1.1,135,0.0
2,1.1,136,0.0
2,1.1,137,0.0
2,1.1,138,0.0
2,1.1,139,0.0
2,1.1,140,0.0
2,1.1,141,0.0
2,1.1,142,0.0
2,1.1,143,0.0
2,1.1,144,0.0
2,1.1,145,0.0
2,1.1,146,0.0
2,1.1,147,0.0
2,1.1,148,0.0
2,1.1,149,0.0
3,0.3,0,40.0
3,0.3,1,34.0
3,0.3,2,26.0
3,0.3,3,24.5
3,0.3,4,25.75
3,0.3,5,29.75
3,0.3,6,30.25
3,0.3,7,29.25
3,0.3,8,30.75
3,0.3,9,30.0
3,0.3,10,27.75
3,0.3,11,25.25
3,0.3,12,25.0
3,0.3,13,21.25
3,0.3,14,17.5
3,0.3,15,16.25
3,0.3,16,12.5
3,0.3,17,10.5
3,0.3,18,9.5
3,0.3,19,7.25
3,0.3,20,6.25
3,0.3,21,6.75
3,0.3,22,5.5
3,0.3,23,5.25
3,0.3,24,5.75
3,0.3,25,3.75
3,0.3,26,3.75
3,0.3,27,3.75
3,0.3,28,1.75
3,0.3,29,1.75
3,0.3,30,2.0
3,0.3,31,1.25
3,0.3,32,1.5
3,0.3,33,1.25
3,0.3,34,1.5
3,0.3,35,0.25
3,0.3,36,0.5
3,0.3,37,0.25
3,0.3,38,0.25
3,0.3,39,0.0
3,0.3,40,0.0
3,0.3,41,0.0
3,0.3,42,0.0
3,0.3,43,0.0
3,0.3,44,0.0
3,0.3,45,0.0
3,0.3,46,0.0
3,0.3,47,0.0
3,0.3,48,0.0
3,0.3,49,0.0
3,0.3,50,0.0
3,0.3,51,0.0
3,0.3,52,0.0
3,0.3,53,0.0
3,0.3,54,0.0
3,0.3,55,0.0
3,0.3,56,0.0
3,0.3,57,0.0
3,0.3,58,0.0
3,0.3,59,0.0
3,0.3,60,0.0
3,0.3,61,0.0
3,0.3,62,0.0
3,0.3,63,0.0
3,0.3,64,0.0
3,0.3,65,0.0
3,0.3,66,0.0
3,0.3,67,0.0
3,0.3,68,0.0
3,0.3,69,0.0
3,0.3,70,0.0
3,0.3,71,0.0
3,0.3,72,0.0
3,0.3,73,0.0
3,0.3,74,0.0
3,0.3,75,0.0
3,0.3,76,0.0
3,0.3,77,0.0
3,0.3,78,0.0
3,0.3,79,0.0
3,0.3,80,0.0
3,0.3,81,0.0
3,0.3,82,0.0
3,0.3,83,0.0
3,0.3,84,0.0
3,0.3,85,0.0
3,0.3,86,0.0
3,0.3,87,0.0
3,0.3,88,0.0
3,0.3,89,0.0
3,0.3,90,0.0
3,0.3,91,0.0
3,0.3,92,0.0
3,0.3,93,0.0
3,0.3,94,0.0
3,0.3,95,0.0
3,0.3,96,0.0
3,0.3,97,0.0
3,0.3,98,0.0
3,0.3,99,0.0
3,0.3,100,0.0
3,0.3,101,0.0
3,0.3,102,0.0
3,0.3,103,0.0
3,0.3,104,0.0
3,0.3,105,0.0
3,0.3,106,0.0
3,0.3,107,0.0
3,0.3,108,0.0
3,0.3,109,0.0
3,0.3,110,0.0
3,0.3,111,0.0
3,0.3,112,0.0
3,0.3,113,0.0
3,0.3,114,0.0
3,0.3,115,0.0
3,0.3,116,0.0
3,0.3,117,0.0
3,0.3,118,0.0
3,0.3,119,0.0
3,0.3,120,0.0
3,0.3,121,0.0
3,0.3,122,0.0
3,0.3,123,0.0
3,0.3,124,0.0
3,0.3,125,0.0
3,0.3,126,0.0
3,0.3,127,0.0
3,0.3,128,0.0
3,0.3,129,0.0
3,0.3,130,0.0
3,0.3,131,0.0
3,0.3,132,0.0
3,0.3,133,0.0
3,0.3,134,0.0
3,0.3,135,0.0
3,0.3,136,0.0
3,0.3,137,0.0
3,0.3,138,0.0
3,0.3,139,0.0
3,0.3,140,0.0
3,0.3,141,0.0
3,0.3,142,0.0
3,0.3,143,0.0
3,0.3,144,0.0
3,0.3,145,0.0
3,0.3,146,0.0
3,0.3,147,0.0
3,0.3,148,0.0
3,0.3,149,0.0
3,0.5,0,39.0
3,0.5,1,33.75
3,0.5,2,29.0
3,0.5,3,29.0
3,0.5,4,30.25
3,0.5,5,29.25
3,0.5,6,26.75
3,0.5,7,27.0
3,0.5,8,27.25
3,0.5,9,29.25
3,0.5,10,27.75
3,0.5,11,27.0
3,0.5,12,24.5
3,0.5,13,25.25
3,0.5,14,22.25
3,0.5,15,21.0
3,0.5,16,16.5
3,0.5,17,17.5
3,0.5,18,20.25
3,0.5,19,21.0
3,0.5,20,17.25
3,0.5,21,15.5
3,0.5,22,15.5
3,0.5,23,13.0
3,0.5,24,9.75
3,0.5,25,9.25
3,0.5,26,10.0
3,0.5,27,7.25
3,0.5,28,7.5
3,0.5,29,7.0
3,0.5,30,5.5
3,0.5,31,6.0
3,0.5,32,5.5
3,0.5,33,5.5
3,0.5,34,4.75
3,0.5,35,4.0
3,0.5,36,4.25
3,0.5,37,2.0
3,0.5,38,1.5
3,0.5,39,2.0
3,0.5,40,2.0
3,0.5,41,2.0
3,0.5,42,0.5
3,0.5,43,0.75
3,0.5,44,0.5
3,0.5,45,0.25
3,0.5,46,0.0
3,0.5,47,0.0
3,0.5,48,0.0
3,0.5,49,0.0
3,0.5,50,0.0
3,0.5,51,0.0
3,0.5,52,0.0
3,0.5,53,0.0
3,0.5,54,0.0
3,0.5,55,0.0
3,0.5,56,0.0
3,0.5,57,0.0
3,0.5,58,0.0
3,0.5,59,0.0
3,0.5,60,0.0
3,0.5,61,0.0
3,0.5,62,0.0
3,0.5,63,0.0
3,0.5,64,0.0
3,0.5,65,0.0
3,0.5,66,0.0
3,0.5,67,0.0
3,0.5,68,0.0
3,0.5,69,0.0
3,0.5,70,0.0
3,0.5,71,0.0
3,0.5,72,0.0
3,0.5,73,0.0
3,0.5,74,0.0
3,0.5,75,0.0
3,0.5,76,0.0
3,0.5,77,0.0
3,0.5,78,0.0
3,0.5,79,0.0
3,0.5,80,0.0
3,0.5,81,0.0
3,0.5,82,0.0
3,0.5,83,0.0
3,0.5,84,0.0
3,0.5,85,0.0
3,0.5,86,0.0
3,0.5,87,0.0
3,0.5,88,0.0
3,0.5,89,0.0
3,0.5,90,0.0
3,0.5,91,0.0
3,0.5,92,0.0
3,0.5,93,0.0
3,0.5,94,0.0
3,0.5,95,0.0
3,0.5,96,0.0
3,0.5,97,0.0
3,0.5,98,0.0
3,0.5,99,0.0
3,0.5,100,0.0
3,0.5,101,0.0
3,0.5,102,0.0
3,0.5,103,0.0
3,0.5,104,0.0
3,0.5,105,0.0
3,0.5,106,0.0
3,0.5,107,0.0
3,0.5,108,0.0
3,0.5,109,0.0
3,0.5,110,0.0
3,0.5,111,0.0
3,0.5,112,0.0
3,0.5,113,0.0
3,0.5,114,0.0
3,0.5,115,0.0
3,0.5,116,0.0
3,0.5,117,0.0
3,0.5,118,0.0
3,0.5,119,0.0
3,0.5,120,0.0
3,0.5,121,0.0
3,0.5,122,0.0
3,0.5,123,0.0
3,0.5,124,0.0
3,0.5,125,0.0
3,0.5,126,0.0
3,0.5,127,0.0
3,0.5,128,0.0
3,0.5,129,0.0
3,0.5,130,0.0
3,0.5,131,0.0
3,0.5,132,0.0
3,0.5,133,0.0
3,0.5,134,0.0
3,0.5,135,0.0
3,0.5,136,0.0
3,0.5,137,0.0
3,0.5,138,0.0
3,0.5,139,0.0
3,0.5,140,0.0
3,0.5,141,0.0
3,0.5,142,0.0
3,0.5,143,0.0
3,0.5,144,0.0
3,0.5,145,0.0
3,0.5,146,0.0
3,0.5,147,0.0
3,0.5,148,0.0
3,0.5,149,0.0
3,0.7,0,37.75
3,0.7,1,32.25
3,0.7,2,33.25
3,0.7,3,30.5
3,0.7,4,31.5
3,0.7,5,32.5
3,0.7,6,30.25
3,0.7,7,25.25
3,0.7,8,22.5
3,0.7,9,24.75
3,0.7,10,22.25
3,0.7,11,21.25
3,0.7,12,23.0
3,0.7,13,21.5
3,0.7,14,18.5
3,0.7,15,15.5
3,0.7,16,16.25
3,0.7,17,16.0
3,0.7,18,11.0
3,0.7,19,11.0
3,0.7,20,9.0
3,0.7,21,11.75
3,0.7,22,11.5
3,0.7,23,9.25
3,0.7,24,7.5
3,0.7,25,8.0
3,0.7,26,7.0
3,0.7,27,5.25
3,0.7,28,12.5
3,0.7,29,12.0
3,0.7,30,11.5
3,0.7,31,11.0
3,0.7,32,9.0
3,0.7,33,7.25
3,0.7,34,6.5
3,0.7,35,7.5
3,0.7,36,7.25
3,0.7,37,5.75
3,0.7,38,5.5
3,0.7,39,5.75
3,0.7,40,6.25
3,0.7,41,4.75
3,0.7,42,5.0
3,0.7,43,5.25
3,0.7,44,5.0
3,0.7,45,5.5
3,0.7,46,4.75
3,0.7,47,4.25
3,0.7,48,4.25
3,0.7,49,3.75
3,0.7,50,2.75
3,0.7,51,3.25
3,0.7,52,2.75
3,0.7,53,2.25
3,0.7,54,2.5
3,0.7,55,1.75
3,0.7,56,1.75
3,0.7,57,0.75
3,0.7,58,1.25
3,0.7,59,1.25
3,0.7,60,0.5
3,0.7,61,0.0
3,0.7,62,0.0
3,0.7,63,0.0
3,0.7,64,0.0
3,0.7,65,0.0
3,0.7,66,0.0
3,0.7,67,0.0
3,0.7,68,0.0
3,0.7,69,0.0
3,0.7,70,0.0
3,0.7,71,0.0
3,0.7,72,0.0
3,0.7,73,0.0
3,0.7,74,0.0
3,0.7,75,0.0
3,0.7,76,0.0
3,0.7,77,0.0
3,0.7,78,0.0
3,0.7,79,0.0
3,0.7,80,0.0
3,0.7,81,0.0
3,0.7,82,0.0
3,0.7,83,0.0
3,0.7,84,0.0
3,0.7,85,0.0
3,0.7,86,0.0
3,0.7,87,0.0
3,0.7,88,0.0
3,0.7,89,0.0
3,0.7,90,0.0
3,0.7,91,0.0
3,0.7,92,0.0
3,0.7,93,0.0
3,0.7,94,0.0
3,0.7,95,0.0
3,0.7,96,0.0
3,0.7,97,0.0
3,0.7,98,0.0
3,0.7,99,0.0
3,0.7,100,0.0
3,0.7,101,0.0
3,0.7,102,0.0
3,0.7,103,0.0
3,0.7,104,0.0
3,0.7,105,0.0
3,0.7,106,0.0
3,0.7,107,0.0
3,0.7,108,0.0
3,0.7,109,0.0
3,0.7,110,0.0
3,0.7,111,0.0
3,0.7,112,0.0
3,0.7,113,0.0
3,0.7,114,0.0
3,0.7,115,0.0
3,0.7,116,0.0
3,0.7,117,0.0
3,0.7,118,0.0
3,0.7,119,0.0
3,0.7,120,0.0
3,0.7,121,0.0
3,0.7,122,0.0
3,0.7,123,0.0
3,0.7,124,0.0
3,0.7,125,0.0
3,0.7,126,0.0
3,0.7,127,0.0
3,0.7,128,0.0
3,0.7,129,0.0
3,0.7,130,0.0
3,0.7,131,0.0
3,0.7,132,0.0
3,0.7,133,0.0
3,0.7,134,0.0
3,0.7,135,0.0
3,0.7,136,0.0
3,0.7,137,0.0
3,0.7,138,0.0
3,0.7,139,0.0
3,0.7,140,0.0
3,0.7,141,0.0
3,0.7,142,0.0
3,0.7,143,0.0
3,0.7,144,0.0
3,0.7,145,0.0
3,0.7,146,0.0
3,0.7,147,0.0
3,0.7,148,0.0
3,0.7,149,0.0
3,0.9,0,33.0
3,0.9,1,29.75
3,0.9,2,28.0
3,0.9,3,27.5
3,0.9,4,27.75
3,0.9,5,26.75
3,0.9,6,25.25
3,0.9,7,24.5
3,0.9,8,23.5
3,0.9,9,24.0
3,0.9,10,23.0
3,0.9,11,19.25
3,0.9,12,19.5
3,0.9,13,17.5
3,0.9,14,17.5
3,0.9,15,15.25
3,0.9,16,15.5
3,0.9,17,13.0
3,0.9,18,12.75
3,0.9,19,11.5
3,0.9,20,8.5
3,0.9,21,7.25
3,0.9,22,7.5
3,0.9,23,6.0
3,0.9,24,6.0
3,0.9,25,5.5
3,0.9,26,3.5
3,0.9,27,2.25
3,0.9,28,1.5
3,0.9,29,2.0
3,0.9,30,1.25
3,0.9,31,1.25
3,0.9,32,1.0
3,0.9,33,0.75
3,0.9,34,0.25
3,0.9,35,0.0
3,0.9,36,0.0
3,0.9,37,0.0
3,0.9,38,0.0
3,0.9,39,0.0
3,0.9,40,0.0
3,0.9,41,0.0
3,0.9,42,0.0
3,0.9,43,0.0
3,0.9,44,0.0
3,0.9,45,0.0
3,0.9,46,0.0
3,0.9,47,0.0
3,0.9,48,0.0
3,0.9,49,0.0
3,0.9,50,0.0
3,0.9,51,0.0
3,0.9,52,0.0
3,0.9,53,0.0
3,0.9,54,0.0
3,0.9,55,0.0
3,0.9,56,0.0
3,0.9,57,0.0
3,0.9,58,0.0
3,0.9,59,0.0
3,0.9,60,0.0
3,0.9,61,0.0
3,0.9,62,0.0
3,0.9,63,0.0
3,0.9,64,0.0
3,0.9,65,0.0
3,0.9,66,0.0
3,0.9,67,0.0
3,0.9,68,0.0
3,0.9,69,0.0
3,0.9,70,0.0
3,0.9,71,0.0
3,0.9,72,0.0
3,0.9,73,0.0
3,0.9,74,0.0
3,0.9,75,0.0
3,0.9,76,0.0
3,0.9,77,0.0
3,0.9,78,0.0
3,0.9,79,0.0
3,0.9,80,0.0
3,0.9,81,0.0
3,0.9,82,0.0
3,0.9,83,0.0
3,0.9,84,0.0
3,0.9,85,0.0
3,0.9,86,0.0
3,0.9,87,0.0
3,0.9,88,0.0
3,0.9,89,0.0
3,0.9,90,0.0
3,0.9,91,0.0
3,0.9,92,0.0
3,0.9,93,0.0
3,0.9,94,0.0
3,0.9,95,0.0
3,0.9,96,0.0
3,0.9,97,0.0
3,0.9,98,0.0
3,0.9,99,0.0
3,0.9,100,0.0
3,0.9,101,0.0
3,0.9,102,0.0
3,0.9,103,0.0
3,0.9,104,0.0
3,0.9,105,0.0
3,0.9,106,0.0
3,0.9,107,0.0
3,0.9,108,0.0
3,0.9,109,0.0
3,0.9,110,0.0
3,0.9,111,0.0
3,0.9,112,0.0
3,0.9,113,0.0
3,0.9,114,0.0
3,0.9,115,0.0
3,0.9,116,0.0
3,0.9,117,0.0
3,0.9,118,0.0
3,0.9,119,0.0
3,0.9,120,0.0
3,0.9,121,0.0
3,0.9,122,0.0
3,0.9,123,0.0
3,0.9,124,0.0
3,0.9,125,0.0
3,0.9,126,0.0
3,0.9,127,0.0
3,0.9,128,0.0
3,0.9,129,0.0
3,0.9,130,0.0
3,0.9,131,0.0
3,0.9,132,0.0
3,0.9,133,0.0
3,0.9,134,0.0
3,0.9,135,0.0
3,0.9,136,0.0
3,0.9,137,0.0
3,0.9,138,0.0
3,0.9,139,0.0
3,0.9,140,0.0
3,0.9,141,0.0
3,0.9,142,0.0
3,0.9,143,0.0
3,0.9,144,0.0
3,0.9,145,0.0
3,0.9,146,0.0
3,0.9,147,0.0
3,0.9,148,0.0
3,0.9,149,0.0
3,1.1,0,31.75
3,1.1,1,28.25
3,1.1,2,28.25
3,1.1,3,23.5
3,1.1,4,25.5
3,1.1,5,20.0
3,1.1,6,20.25
3,1.1,7,18.75
3,1.1,8,17.75
3,1.1,9,17.5
3,1.1,10,16.0
3,1.1,11,14.0
3,1.1,12,13.75
3,1.1,13,11.25
3,1.1,14,9.75
3,1.1,15,9.5
3,1.1,16,8.25
3,1.1,17,8.0
3,1.1,18,7.25
3,1.1,19,6.0
3,1.1,20,4.0
3,1.1,21,3.75
3,1.1,22,3.25
3,1.1,23,3.0
3,1.1,24,2.75
3,1.1,25,2.5
3,1.1,26,0.75
3,1.1,27,1.0
3,1.1,28,0.75
3,1.1,29,0.75
3,1.1,30,0.5
3,1.1,31,0.0
3,1.1,32,0.0
3,1.1,33,0.0
3,1.1,34,0.0
3,1.1,35,0.0
3,1.1,36,0.0
3,1.1,37,0.0
3,1.1,38,0.0
3,1.1,39,0.0
3,1.1,40,0.0
3,1.1,41,0.0
3,1.1,42,0.0
3,1.1,43,0.0
3,1.1,44,0.0
3,1.1,45,0.0
3,1.1,46,0.0
3,1.1,47,0.0
3,1.1,48,0.0
3,1.1,49,0.0
3,1.1,50,0.0
3,1.1,51,0.0
3,1.1,52,0.0
3,1.1,53,0.0
3,1.1,54,0.0
3,1.1,55,0.0
3,1.1,56,0.0
3,1.1,57,0.0
3,1.1,58,0.0
3,1.1,59,0.0
3,1.1,60,0.0
3,1.1,61,0.0
3,1.1,62,0.0
3,1.1,63,0.0
3,1.1,64,0.0
3,1.1,65,0.0
3,1.1,66,0.0
3,1.1,67,0.0
3,1.1,68,0.0
3,1.1,69,0.0
3,1.1,70,0.0
3,1.1,71,0.0
3,1.1,72,0.0
3,1.1,73,0.0
3,1.1,74,0.0
3,1.1,75,0.0
3,1.1,76,0.0
3,1.1,77,0.0
3,1.1,78,0.0
3,1.1,79,0.0
3,1.1,80,0.0
3,1.1,81,0.0
3,1.1,82,0.0
3,1.1,83,0.0
3,1.1,84,0.0
3,1.1,85,0.0
3,1.1,86,0.0
3,1.1,87,0.0
3,1.1,88,0.0
3,1.1,89,0.0
3,1.1,90,0.0
3,1.1,91,0.0
3,1.1,92,0.0
3,1.1,93,0.0
3,1.1,94,0.0
3,1.1,95,0.0
3,1.1,96,0.0
3,1.1,97,0.0
3,1.1,98,0.0
3,1.1,99,0.0
3,1.1,100,0.0
3,1.1,101,0.0
3,1.1,102,0.0
3,1.1,103,0.0
3,1.1,104,0.0
3,1.1,105,0.0
3,1.1,106,0.0
3,1.1,107,0.0
3,1.1,108,0.0
3,1.1,109,0.0
3,1.1,110,0.0
3,1.1,111,0.0
3,1.1,112,0.0
3,1.1,113,0.0
3,1.1,114,0.0
3,1.1,115,0.0
3,1.1,116,0.0
3,1.1,117,0.0
3,1.1,118,0.0
3,1.1,119,0.0
3,1.1,120,0.0
3,1.1,121,0.0
3,1.1,122,0.0
3,1.1,123,0.0
3,1.1,124,0.0
3,1.1,125,0.0
3,1.1,126,0.0
3,1.1,127,0.0
3,1.1,128,0.0
3,1.1,129,0.0
3,1.1,130,0.0
3,1.1,131,0.0
3,1.1,132,0.0
3,1.1,133,0.0
3,1.1,134,0.0
3,1.1,135,0.0
3,1.1,136,0.0
3,1.1,137,0.0
3,1.1,138,0.0
3,1.1,139,0.0
3,1.1,140,0.0
3,1.1,141,0.0
3,1.1,142,0.0
3,1.1,143,0.0
3,1.1,144,0.0
3,1.1,145,0.0
3,1.1,146,0.0
3,1.1,147,0.0
3,1.1,148,0.0
3,1.1,149,0.0
